※ 매월 말일자 통계 현황,,,,,,,
,,2022년02월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4617039000,전라남도 나주시 금천면,"4,176","2,379",          1.76,"2,194","1,982",          1.11
4617040000,전라남도 나주시 산포면,"3,311","1,991",          1.66,"1,729","1,582",          1.09
4617042000,전라남도 나주시 다도면,"1,858","1,027",          1.81,958,900,          1.06
4617043000,전라남도 나주시 봉황면,"4,102","2,518",          1.63,"2,123","1,979",          1.07
4617051000,전라남도 나주시 송월동,"7,872","3,950",          1.99,"3,920","3,952",          0.99
4617052000,전라남도 나주시 영강동,"2,694","1,473",          1.83,"1,328","1,366",          0.97
4617054000,전라남도 나주시 금남동,"4,846","2,626",          1.85,"2,429","2,417",          1.00
4617055000,전라남도 나주시 성북동,"8,691","4,109",          2.12,"4,387","4,304",          1.02
4617058000,전라남도 나주시 영산동,"3,134","1,963",          1.60,"1,576","1,558",          1.01
4617060000,전라남도 나주시 이창동,"3,324","2,024",          1.64,"1,792","1,532",          1.17
4617062000,전라남도 나주시 빛가람동,"39,242","16,512",          2.38,"19,528","19,714",          0.99
4623000000,전라남도 광양시 ,"151,637","67,626",          2.24,"79,192","72,445",          1.09
4623025000,전라남도 광양시 광양읍,"48,541","21,717",          2.24,"24,840","23,701",          1.05
4623031000,전라남도 광양시 봉강면,"2,143","1,157",          1.85,"1,111","1,032",          1.08
4623032000,전라남도 광양시 옥룡면,"3,048","1,722",          1.77,"1,507","1,541",          0.98
4623033000,전라남도 광양시 옥곡면,"5,004","2,419",          2.07,"2,568","2,436",          1.05
4623034000,전라남도 광양시 진상면,"2,743","1,592",          1.72,"1,384","1,359",          1.02
4623035000,전라남도 광양시 진월면,"2,762","1,524",          1.81,"1,370","1,392",          0.98
4623036000,전라남도 광양시 다압면,"1,755","1,020",          1.72,880,875,          1.01
4623051500,전라남도 광양시 골약동,"4,275","1,927",          2.22,"2,276","1,999",          1.14
4623053000,전라남도 광양시 중마동,"56,438","23,142",          2.44,"29,780","26,658",          1.12
4623054000,전라남도 광양시 광영동,"11,767","5,451",          2.16,"6,222","5,545",          1.12
4623055000,전라남도 광양시 금호동,"11,450","5,001",          2.29,"6,307","5,143",          1.23
4623057000,전라남도 광양시 태인동,"1,711",954,          1.79,947,764,          1.24
4671000000,전라남도 담양군 ,"46,216","24,828",          1.86,"23,431","22,785",          1.03
4671025000,전라남도 담양군 담양읍,"15,259","7,569",          2.02,"7,663","7,596",          1.01
4671031000,전라남도 담양군 봉산면,"2,745","1,545",          1.78,"1,411","1,334",          1.06
4671032000,전라남도 담양군 고서면,"3,121","1,761",          1.77,"1,584","1,537",          1.03
4671033500,전라남도 담양군 가사문학면,"1,217",736,          1.65,615,602,          1.02
4671034000,전라남도 담양군 창평면,"3,579","2,047",          1.75,"1,806","1,773",          1.02
4671035000,전라남도 담양군 대덕면,"1,897","1,105",          1.72,987,910,          1.08
4671036000,전라남도 담양군 무정면,"2,631","1,649",          1.60,"1,445","1,186",          1.22
4671037000,전라남도 담양군 금성면,"2,572","1,508",          1.71,"1,309","1,263",          1.04
4671038000,전라남도 담양군 용면,"1,786","1,014",          1.76,901,885,          1.02
4671039000,전라남도 담양군 월산면,"2,402","1,312",          1.83,"1,214","1,188",          1.02
4671040000,전라남도 담양군 수북면,"4,698","2,334",          2.01,"2,366","2,332",          1.01
4671041000,전라남도 담양군 대전면,"4,309","2,248",          1.92,"2,130","2,179",          0.98
4672000000,전라남도 곡성군 ,"27,475","15,519",          1.77,"13,510","13,965",          0.97
4672025000,전라남도 곡성군 곡성읍,"7,774","4,009",          1.94,"3,772","4,002",          0.94
4672031000,전라남도 곡성군 오곡면,"1,851","1,026",          1.80,910,941,          0.97
4672032000,전라남도 곡성군 삼기면,"1,672","1,012",          1.65,822,850,          0.97
4672033000,전라남도 곡성군 석곡면,"2,272","1,360",          1.67,"1,069","1,203",          0.89
4672034000,전라남도 곡성군 목사동면,"1,321",843,          1.57,649,672,          0.97
4672035000,전라남도 곡성군 죽곡면,"1,869","1,118",          1.67,911,958,          0.95
4672036000,전라남도 곡성군 고달면,"1,156",705,          1.64,577,579,          1.00
4672037000,전라남도 곡성군 옥과면,"4,084","2,188",          1.87,"2,047","2,037",          1.00
4672038000,전라남도 곡성군 입면,"2,382","1,358",          1.75,"1,209","1,173",          1.03
4672039000,전라남도 곡성군 겸면,"1,661","1,034",          1.61,812,849,          0.96
4672040000,전라남도 곡성군 오산면,"1,433",866,          1.65,732,701,          1.04
4673000000,전라남도 구례군 ,"25,149","13,465",          1.87,"12,238","12,911",          0.95
4673025000,전라남도 구례군 구례읍,"10,668","5,305",          2.01,"5,194","5,474",          0.95
4673031000,전라남도 구례군 문척면,"1,278",716,          1.78,643,635,          1.01
4673032000,전라남도 구례군 간전면,"1,479",886,          1.67,721,758,          0.95
4673033000,전라남도 구례군 토지면,"2,489","1,445",          1.72,"1,227","1,262",          0.97
4673034000,전라남도 구례군 마산면,"2,605","1,363",          1.91,"1,270","1,335",          0.95
4673035000,전라남도 구례군 광의면,"2,245","1,287",          1.74,"1,065","1,180",          0.90
4673036000,전라남도 구례군 용방면,"1,419",816,          1.74,679,740,          0.92
4673037000,전라남도 구례군 산동면,"2,966","1,647",          1.80,"1,439","1,527",          0.94
4677000000,전라남도 고흥군 ,"62,606","35,420",          1.77,"30,504","32,102",          0.95
4677025000,전라남도 고흥군 고흥읍,"12,494","5,943",          2.10,"6,145","6,349",          0.97
4677025300,전라남도 고흥군 도양읍,"9,553","4,989",          1.91,"4,684","4,869",          0.96
4677025400,전라남도 고흥군 도양읍소록출장소,611,450,          1.36,309,302,          1.02
4677025500,전라남도 고흥군 도양읍시산출장소,223,143,          1.56,118,105,          1.12
4677031000,전라남도 고흥군 풍양면,"3,073","1,842",          1.67,"1,520","1,553",          0.98
4677032000,전라남도 고흥군 도덕면,"2,897","1,736",          1.67,"1,405","1,492",          0.94
4677033000,전라남도 고흥군 금산면,"4,237","2,544",          1.67,"2,067","2,170",          0.95
4677034000,전라남도 고흥군 도화면,"3,790","2,288",          1.66,"1,838","1,952",          0.94
4677035000,전라남도 고흥군 포두면,"4,817","2,863",          1.68,"2,336","2,481",          0.94
4677036000,전라남도 고흥군 봉래면,"1,842","1,094",          1.68,906,936,          0.97
4677037000,전라남도 고흥군 점암면,"2,634","1,683",          1.57,"1,251","1,383",          0.90
4677038000,전라남도 고흥군 과역면,"3,269","1,894",          1.73,"1,568","1,701",          0.92
4677039000,전라남도 고흥군 남양면,"2,243","1,365",          1.64,"1,060","1,183",          0.90
4677040000,전라남도 고흥군 동강면,"3,069","1,805",          1.70,"1,497","1,572",          0.95
4677041000,전라남도 고흥군 대서면,"2,210","1,373",          1.61,"1,082","1,128",          0.96
4677042000,전라남도 고흥군 두원면,"2,966","1,803",          1.65,"1,405","1,561",          0.90
4677044000,전라남도 고흥군 영남면,"1,239",766,          1.62,584,655,          0.89
4677045000,전라남도 고흥군 동일면,"1,439",839,          1.72,729,710,          1.03
4678000000,전라남도 보성군 ,"39,251","22,501",          1.74,"19,146","20,105",          0.95
4678025000,전라남도 보성군 보성읍,"8,852","4,493",          1.97,"4,317","4,535",          0.95
4678025300,전라남도 보성군 벌교읍,"11,434","6,399",          1.79,"5,573","5,861",          0.95
4678031000,전라남도 보성군 노동면,"1,080",707,          1.53,522,558,          0.94
4678032000,전라남도 보성군 미력면,"1,412",845,          1.67,703,709,          0.99
4678033000,전라남도 보성군 겸백면,"1,139",716,          1.59,553,586,          0.94
4678034000,전라남도 보성군 율어면,"1,165",700,          1.66,575,590,          0.97
4678035000,전라남도 보성군 복내면,"1,628",997,          1.63,774,854,          0.91
4678036000,전라남도 보성군 문덕면,916,596,          1.54,466,450,          1.04
4678037000,전라남도 보성군 조성면,"3,623","2,230",          1.62,"1,744","1,879",          0.93
4678038000,전라남도 보성군 득량면,"2,725","1,673",          1.63,"1,336","1,389",          0.96
4678038500,전라남도 보성군 득량면예당출장소,"1,227",711,          1.73,591,636,          0.93
4678039000,전라남도 보성군 회천면,"2,988","1,770",          1.69,"1,477","1,511",          0.98
4678040000,전라남도 보성군 웅치면,"1,062",664,          1.60,515,547,          0.94
4679000000,전라남도 화순군 ,"62,650","32,147",          1.95,"30,942","31,708",          0.98
4679025000,전라남도 화순군 화순읍,"39,803","18,124",          2.20,"19,538","20,265",          0.96
4679031000,전라남도 화순군 한천면,927,572,          1.62,478,449,          1.06
4679031500,전라남도 화순군 한천면영외출장소,418,275,          1.52,197,221,          0.89
4679032000,전라남도 화순군 춘양면,"1,763","1,104",          1.60,901,862,          1.05
4679033000,전라남도 화순군 청풍면,"1,030",708,          1.45,497,533,          0.93
4679034000,전라남도 화순군 이양면,"1,773","1,147",          1.55,867,906,          0.96
4679035000,전라남도 화순군 능주면,"3,161","1,710",          1.85,"1,558","1,603",          0.97
4679036000,전라남도 화순군 도곡면,"2,843","1,676",          1.70,"1,422","1,421",          1.00
4679037000,전라남도 화순군 도암면,"1,430",897,          1.59,727,703,          1.03
4679038000,전라남도 화순군 이서면,953,602,          1.58,492,461,          1.07
4679039500,전라남도 화순군 백아면,"1,579","1,033",          1.53,787,792,          0.99
4679040000,전라남도 화순군 동복면,"1,577",989,          1.59,749,828,          0.90
4679041500,전라남도 화순군 사평면,"2,123","1,317",          1.61,"1,077","1,046",          1.03
4679042000,전라남도 화순군 동면,"3,270","1,993",          1.64,"1,652","1,618",          1.02
4680000000,전라남도 장흥군 ,"36,405","20,063",          1.81,"17,743","18,662",          0.95
4680025000,전라남도 장흥군 장흥읍,"14,847","7,324",          2.03,"7,264","7,583",          0.96
4680025300,전라남도 장흥군 관산읍,"4,830","2,813",          1.72,"2,337","2,493",          0.94
4680025600,전라남도 장흥군 대덕읍,"3,272","1,932",          1.69,"1,571","1,701",          0.92
4680031000,전라남도 장흥군 용산면,"2,296","1,340",          1.71,"1,122","1,174",          0.96
4680032000,전라남도 장흥군 안양면,"2,769","1,641",          1.69,"1,351","1,418",          0.95
4680033000,전라남도 장흥군 장동면,"1,213",722,          1.68,586,627,          0.93
4680034000,전라남도 장흥군 장평면,"2,068","1,314",          1.57,989,"1,079",          0.92
4680035000,전라남도 장흥군 유치면,"1,024",662,          1.55,514,510,          1.01
4680036000,전라남도 장흥군 부산면,"1,388",840,          1.65,685,703,          0.97
4680037000,전라남도 장흥군 회진면,"2,698","1,475",          1.83,"1,324","1,374",          0.96
4681000000,전라남도 강진군 ,"33,620","18,560",          1.81,"16,308","17,312",          0.94
4681025000,전라남도 강진군 강진읍,"13,158","6,619",          1.99,"6,345","6,813",          0.93
4681031000,전라남도 강진군 군동면,"4,398","2,315",          1.90,"2,124","2,274",          0.93
4681032000,전라남도 강진군 칠량면,"2,226","1,320",          1.69,"1,085","1,141",          0.95
4681033000,전라남도 강진군 대구면,"1,121",695,          1.61,542,579,          0.94
4681034000,전라남도 강진군 도암면,"2,418","1,457",          1.66,"1,173","1,245",          0.94
4681035000,전라남도 강진군 신전면,"1,768","1,037",          1.70,858,910,          0.94
4681036000,전라남도 강진군 성전면,"2,760","1,610",          1.71,"1,359","1,401",          0.97
4681037000,전라남도 강진군 작천면,"1,808","1,118",          1.62,888,920,          0.97
4681038000,전라남도 강진군 병영면,"1,596",974,          1.64,758,838,          0.90
4681039000,전라남도 강진군 옴천면,612,391,          1.57,304,308,          0.99
4681040000,전라남도 강진군 마량면,"1,755","1,024",          1.71,872,883,          0.99
4682000000,전라남도 해남군 ,"67,071","35,245",          1.90,"33,277","33,794",          0.98
4682025000,전라남도 해남군 해남읍,"24,469","11,157",          2.19,"12,022","12,447",          0.97
4682031000,전라남도 해남군 삼산면,"2,862","1,606",          1.78,"1,444","1,418",          1.02
4682032000,전라남도 해남군 화산면,"3,101","1,741",          1.78,"1,546","1,555",          0.99
4682033000,전라남도 해남군 현산면,"2,779","1,584",          1.75,"1,385","1,394",          0.99
4682034000,전라남도 해남군 송지면,"5,987","3,244",          1.85,"2,953","3,034",          0.97
4682035000,전라남도 해남군 북평면,"2,742","1,544",          1.78,"1,337","1,405",          0.95
4682036000,전라남도 해남군 북일면,"2,020","1,133",          1.78,968,"1,052",          0.92
4682037000,전라남도 해남군 옥천면,"2,912","1,691",          1.72,"1,463","1,449",          1.01
4682038000,전라남도 해남군 계곡면,"2,098","1,261",          1.66,999,"1,099",          0.91
4682039000,전라남도 해남군 마산면,"2,350","1,387",          1.69,"1,188","1,162",          1.02
4682040000,전라남도 해남군 황산면,"4,639","2,598",          1.79,"2,295","2,344",          0.98
4682041000,전라남도 해남군 산이면,"3,667","2,097",          1.75,"1,876","1,791",          1.05
4682042000,전라남도 해남군 문내면,"3,939","2,143",          1.84,"1,977","1,962",          1.01
4682043000,전라남도 해남군 화원면,"3,506","2,059",          1.70,"1,824","1,682",          1.08
4683000000,전라남도 영암군 ,"52,946","28,262",          1.87,"27,511","25,435",          1.08
4683025000,전라남도 영암군 영암읍,"7,966","3,848",          2.07,"3,926","4,040",          0.97
4683025300,전라남도 영암군 삼호읍,"15,154","7,276",          2.08,"8,120","7,034",          1.15
4683025400,전라남도 영암군 삼호읍서부출장소,"6,404","3,277",          1.95,"3,780","2,624",          1.44
4683031000,전라남도 영암군 덕진면,"1,815","1,085",          1.67,907,908,          1.00
4683032000,전라남도 영암군 금정면,"2,023","1,215",          1.67,"1,023","1,000",          1.02
4683033000,전라남도 영암군 신북면,"3,660","2,244",          1.63,"1,833","1,827",          1.00
4683034000,전라남도 영암군 시종면,"3,447","2,155",          1.60,"1,747","1,700",          1.03
4683035000,전라남도 영암군 도포면,"2,248","1,337",          1.68,"1,162","1,086",          1.07
4683036000,전라남도 영암군 군서면,"3,182","1,866",          1.71,"1,546","1,636",          0.94
4683037000,전라남도 영암군 서호면,"1,883","1,105",          1.70,911,972,          0.94
4683038000,전라남도 영암군 학산면,"2,961","1,602",          1.85,"1,444","1,517",          0.95
4683039000,전라남도 영암군 미암면,"2,203","1,252",          1.76,"1,112","1,091",          1.02
4684000000,전라남도 무안군 ,"91,013","42,839",          2.12,"45,775","45,238",          1.01
4684025000,전라남도 무안군 무안읍,"10,905","5,499",          1.98,"5,454","5,451",          1.00
4684025300,전라남도 무안군 일로읍,"16,373","6,723",          2.44,"8,184","8,189",          1.00
4684025600,전라남도 무안군 삼향읍,"5,428","2,544",          2.13,"2,864","2,564",          1.12
4684025800,전라남도 무안군 삼향읍남악출장소,"34,819","14,262",          2.44,"17,242","17,577",          0.98
4684032000,전라남도 무안군 몽탄면,"3,075","1,866",          1.65,"1,531","1,544",          0.99
4684033000,전라남도 무안군 청계면,"6,287","3,627",          1.73,"3,270","3,017",          1.08
4684034000,전라남도 무안군 현경면,"4,528","2,748",          1.65,"2,312","2,216",          1.04
4684035000,전라남도 무안군 망운면,"1,905","1,098",          1.73,994,911,          1.09
4684036000,전라남도 무안군 해제면,"4,819","2,844",          1.69,"2,449","2,370",          1.03
4684037000,전라남도 무안군 운남면,"2,874","1,628",          1.77,"1,475","1,399",          1.05
4686000000,전라남도 함평군 ,"31,126","17,945",          1.73,"15,675","15,451",          1.01
4686025000,전라남도 함평군 함평읍,"8,208","4,294",          1.91,"4,060","4,148",          0.98
4686031000,전라남도 함평군 손불면,"3,340","1,964",          1.70,"1,687","1,653",          1.02
4686032000,전라남도 함평군 신광면,"1,777","1,086",          1.64,884,893,          0.99
4686033000,전라남도 함평군 학교면,"3,662","2,223",          1.65,"1,832","1,830",          1.00
4686034000,전라남도 함평군 엄다면,"1,859","1,131",          1.64,917,942,          0.97
4686035000,전라남도 함평군 대동면,"3,048","1,821",          1.67,"1,577","1,471",          1.07
4686036000,전라남도 함평군 나산면,"2,784","1,695",          1.64,"1,382","1,402",          0.99
4686037000,전라남도 함평군 해보면,"2,774","1,602",          1.73,"1,407","1,367",          1.03
4686038000,전라남도 함평군 월야면,"3,674","2,129",          1.73,"1,929","1,745",          1.11
4687000000,전라남도 영광군 ,"51,980","27,236",          1.91,"25,949","26,031",          1.00
4687025000,전라남도 영광군 영광읍,"21,827","10,216",          2.14,"10,743","11,084",          0.97
4687025300,전라남도 영광군 백수읍,"4,526","2,663",          1.70,"2,250","2,276",          0.99
4687025600,전라남도 영광군 홍농읍,"6,574","3,395",          1.94,"3,460","3,114",          1.11
4687031000,전라남도 영광군 대마면,"1,718","1,029",          1.67,904,814,          1.11
4687032000,전라남도 영광군 묘량면,"1,736",995,          1.74,857,879,          0.97
4687033000,전라남도 영광군 불갑면,"1,350",743,          1.82,669,681,          0.98
4687034000,전라남도 영광군 군서면,"2,282","1,245",          1.83,"1,154","1,128",          1.02
4687035000,전라남도 영광군 군남면,"2,355","1,424",          1.65,"1,128","1,227",          0.92
4687036000,전라남도 영광군 염산면,"3,913","2,396",          1.63,"1,908","2,005",          0.95
4687037000,전라남도 영광군 법성면,"5,127","2,734",          1.88,"2,528","2,599",          0.97
4687038000,전라남도 영광군 낙월면,380,269,          1.41,235,145,          1.62
4687038500,전라남도 영광군 낙월면안마출장소,192,127,          1.51,113,79,          1.43
4688000000,전라남도 장성군 ,"43,356","23,244",          1.87,"22,222","21,134",          1.05
4688025000,전라남도 장성군 장성읍,"13,322","6,634",          2.01,"6,602","6,720",          0.98
4688031000,전라남도 장성군 진원면,"3,626","1,804",          2.01,"1,842","1,784",          1.03
4688032000,전라남도 장성군 남면,"3,721","2,252",          1.65,"2,012","1,709",          1.18
4688033000,전라남도 장성군 동화면,"1,776","1,064",          1.67,938,838,          1.12
4688034000,전라남도 장성군 삼서면,"3,103","1,770",          1.75,"1,672","1,431",          1.17
4688035000,전라남도 장성군 삼계면,"5,883","2,896",          2.03,"3,094","2,789",          1.11
4688036000,전라남도 장성군 황룡면,"4,018","2,211",          1.82,"2,040","1,978",          1.03
4688037000,전라남도 장성군 서삼면,"1,562",886,          1.76,810,752,          1.08
4688038000,전라남도 장성군 북일면,"1,380",827,          1.67,696,684,          1.02
4688039000,전라남도 장성군 북이면,"2,792","1,563",          1.79,"1,395","1,397",          1.00
4688040000,전라남도 장성군 북하면,"2,173","1,337",          1.63,"1,121","1,052",          1.07
4689000000,전라남도 완도군 ,"48,415","25,985",          1.86,"24,374","24,041",          1.01
4689025000,전라남도 완도군 완도읍,"17,873","8,926",          2.00,"8,988","8,885",          1.01
4689025300,전라남도 완도군 금일읍,"3,603","2,058",          1.75,"1,820","1,783",          1.02
4689025600,전라남도 완도군 노화읍,"4,271","2,214",          1.93,"2,141","2,130",          1.01
4689029000,전라남도 완도군 노화읍넙도출장소,747,420,          1.78,412,335,          1.23
4689031000,전라남도 완도군 군외면,"3,122","1,899",          1.64,"1,568","1,554",          1.01
4689032000,전라남도 완도군 신지면,"3,312","1,861",          1.78,"1,699","1,613",          1.05
4689033000,전라남도 완도군 고금면,"4,153","2,346",          1.77,"2,030","2,123",          0.96
4689034000,전라남도 완도군 약산면,"2,260","1,314",          1.72,"1,148","1,112",          1.03
4689035000,전라남도 완도군 청산면,"2,064","1,210",          1.71,"1,010","1,054",          0.96
4689035500,전라남도 완도군 청산면모도출장소,218,133,          1.64,116,102,          1.14
4689036000,전라남도 완도군 소안면,"2,439","1,294",          1.88,"1,216","1,223",          0.99
4689037000,전라남도 완도군 금당면,955,547,          1.75,471,484,          0.97
4689038000,전라남도 완도군 보길면,"2,591","1,262",          2.05,"1,324","1,267",          1.04
4689039000,전라남도 완도군 생일면,807,501,          1.61,431,376,          1.15
4690000000,전라남도 진도군 ,"29,969","16,690",          1.80,"14,859","15,110",          0.98
4690025000,전라남도 진도군 진도읍,"10,692","5,303",          2.02,"5,258","5,434",          0.97
4690031000,전라남도 진도군 군내면,"2,955","1,713",          1.73,"1,496","1,459",          1.03
4690032000,전라남도 진도군 고군면,"3,549","1,936",          1.83,"1,739","1,810",          0.96
4690033000,전라남도 진도군 의신면,"3,443","2,075",          1.66,"1,773","1,670",          1.06
4690034000,전라남도 진도군 임회면,"3,393","2,010",          1.69,"1,645","1,748",          0.94
4690035000,전라남도 진도군 지산면,"3,049","1,864",          1.64,"1,464","1,585",          0.92
4690036000,전라남도 진도군 조도면,"2,250","1,414",          1.59,"1,152","1,098",          1.05
4690036500,전라남도 진도군 조도면가사출장소,261,165,          1.58,140,121,          1.16
4690036600,전라남도 진도군 조도면거차출장소,377,210,          1.80,192,185,          1.04
4691000000,전라남도 신안군 ,"38,061","21,823",          1.74,"20,396","17,665",          1.15
4691025000,전라남도 신안군 지도읍,"4,184","2,431",          1.72,"2,193","1,991",          1.10
4691025100,전라남도 신안군 지도읍선도출장소,234,151,          1.55,121,113,          1.07
4691025300,전라남도 신안군 압해읍,"5,654","2,800",          2.02,"3,094","2,560",          1.21
4691025400,전라남도 신안군 압해읍매화출장소,225,154,          1.46,114,111,          1.03
4691025500,전라남도 신안군 압해읍고이도출장소,217,128,          1.70,125,92,          1.36
4691031000,전라남도 신안군 증도면,"1,459",910,          1.60,802,657,          1.22
4691031500,전라남도 신안군 증도면병풍출장소,306,177,          1.73,174,132,          1.32
4691032000,전라남도 신안군 임자면,"3,175","1,810",          1.75,"1,679","1,496",          1.12
4691033000,전라남도 신안군 자은면,"2,282","1,308",          1.74,"1,218","1,064",          1.14
4691034000,전라남도 신안군 비금면,"3,448","1,922",          1.79,"1,827","1,621",          1.13
4691035000,전라남도 신안군 도초면,"2,434","1,428",          1.70,"1,247","1,187",          1.05
4691035500,전라남도 신안군 도초면우이도출장소,219,145,          1.51,127,92,          1.38
4691036000,전라남도 신안군 흑산면,"2,151","1,374",          1.57,"1,220",931,          1.31
4691036500,전라남도 신안군 흑산면가거도출장소,410,292,          1.40,260,150,          1.73
4691036600,전라남도 신안군 흑산면태도출장소,191,130,          1.47,113,78,          1.45
4691036700,전라남도 신안군 흑산면홍도출장소,445,253,          1.76,248,197,          1.26
4691036800,전라남도 신안군 흑산면대둔도출장소,296,188,          1.57,176,120,          1.47
4691037000,전라남도 신안군 하의면,"1,691","1,008",          1.68,908,783,          1.16
4691038000,전라남도 신안군 신의면,"1,515",795,          1.91,831,684,          1.21
4691039000,전라남도 신안군 장산면,"1,531",949,          1.61,809,722,          1.12
4691040000,전라남도 신안군 안좌면,"2,766","1,633",          1.69,"1,451","1,315",          1.10
4691040500,전라남도 신안군 안좌면자라출장소,288,157,          1.83,155,133,          1.17
4691041000,전라남도 신안군 팔금면,963,594,          1.62,481,482,          1.00
4691042000,전라남도 신안군 암태면,"1,977","1,086",          1.82,"1,023",954,          1.07
4700000000,경상북도  ,"2,622,026","1,279,337",          2.05,"1,321,638","1,300,388",          1.02
4711000000,경상북도 포항시 ,"502,704","232,573",          2.16,"254,735","247,969",          1.03
4711100000,경상북도 포항시 남구 ,"230,268","109,597",          2.10,"119,182","111,086",          1.07
4711125000,경상북도 포항시 남구 구룡포읍,"7,296","4,564",          1.60,"3,678","3,618",          1.02
4711125300,경상북도 포항시 남구 연일읍,"30,211","12,351",          2.45,"15,367","14,844",          1.04
4711125600,경상북도 포항시 남구 오천읍,"56,195","26,390",          2.13,"30,091","26,104",          1.15
4711131000,경상북도 포항시 남구 대송면,"3,375","1,901",          1.78,"1,755","1,620",          1.08
4711132000,경상북도 포항시 남구 동해면,"9,717","4,723",          2.06,"4,887","4,830",          1.01
4711133000,경상북도 포항시 남구 장기면,"4,030","2,425",          1.66,"1,966","2,064",          0.95
4711135000,경상북도 포항시 남구 호미곶면,"1,871","1,176",          1.59,926,945,          0.98
4711152500,경상북도 포항시 남구 상대동,"24,664","13,630",          1.81,"12,824","11,840",          1.08
4711154500,경상북도 포항시 남구 해도동,"17,112","9,879",          1.73,"8,780","8,332",          1.05
4711155000,경상북도 포항시 남구 송도동,"12,131","6,542",          1.85,"6,064","6,067",          1.00
4711156000,경상북도 포항시 남구 청림동,"4,720","2,647",          1.78,"2,543","2,177",          1.17
4711157000,경상북도 포항시 남구 제철동,"3,040","1,757",          1.73,"1,855","1,185",          1.57
4711158000,경상북도 포항시 남구 효곡동,"30,439","11,307",          2.69,"15,478","14,961",          1.03
4711159000,경상북도 포항시 남구 대이동,"25,467","10,305",          2.47,"12,968","12,499",          1.04
4711300000,경상북도 포항시 북구 ,"272,436","122,976",          2.22,"135,553","136,883",          0.99
4711325000,경상북도 포항시 북구 흥해읍,"40,841","18,125",          2.25,"20,474","20,367",          1.01
4711331000,경상북도 포항시 북구 신광면,"2,922","1,701",          1.72,"1,452","1,470",          0.99
4711332000,경상북도 포항시 북구 청하면,"4,771","2,777",          1.72,"2,340","2,431",          0.96
4711333000,경상북도 포항시 북구 송라면,"2,488","1,547",          1.61,"1,205","1,283",          0.94
4711334000,경상북도 포항시 북구 기계면,"4,982","2,746",          1.81,"2,422","2,560",          0.95
4711335000,경상북도 포항시 북구 죽장면,"2,146","1,389",          1.54,"1,066","1,080",          0.99
4711335500,경상북도 포항시 북구 죽장면상옥출장소,620,371,          1.67,311,309,          1.01
4711336000,경상북도 포항시 북구 기북면,"1,317",767,          1.72,649,668,          0.97
4711352000,경상북도 포항시 북구 중앙동,"15,410","8,772",          1.76,"7,572","7,838",          0.97
4711363000,경상북도 포항시 북구 양학동,"16,716","6,936",          2.41,"8,299","8,417",          0.99
4711365500,경상북도 포항시 북구 죽도동,"19,912","11,537",          1.73,"9,825","10,087",          0.97
4711366500,경상북도 포항시 북구 용흥동,"21,984","9,544",          2.30,"10,750","11,234",          0.96
4711368000,경상북도 포항시 북구 우창동,"33,381","14,182",          2.35,"16,298","17,083",          0.95
4711369000,경상북도 포항시 북구 두호동,"22,842","9,192",          2.48,"11,270","11,572",          0.97
4711370000,경상북도 포항시 북구 장량동,"72,630","29,458",          2.47,"36,933","35,697",          1.03
4711371000,경상북도 포항시 북구 환여동,"9,474","3,932",          2.41,"4,687","4,787",          0.98
4713000000,경상북도 경주시 ,"251,505","123,365",          2.04,"125,820","125,685",          1.00
4713025000,경상북도 경주시 감포읍,"5,399","3,212",          1.68,"2,702","2,697",          1.00
4713025300,경상북도 경주시 안강읍,"23,982","12,121",          1.98,"11,851","12,131",          0.98
4713025600,경상북도 경주시 건천읍,"9,274","5,114",          1.81,"4,720","4,554",          1.04
4713025900,경상북도 경주시 외동읍,"22,157","11,871",          1.87,"11,690","10,467",          1.12
4713031500,경상북도 경주시 문무대왕면,"4,191","2,324",          1.80,"2,195","1,996",          1.10
4713032000,경상북도 경주시 양남면,"6,283","3,514",          1.79,"3,348","2,935",          1.14
4713033000,경상북도 경주시 내남면,"4,658","2,672",          1.74,"2,342","2,316",          1.01
4713034000,경상북도 경주시 산내면,"3,235","2,049",          1.58,"1,599","1,636",          0.98
4713035000,경상북도 경주시 서면,"3,121","1,820",          1.71,"1,558","1,563",          1.00
4713036000,경상북도 경주시 현곡면,"21,690","8,491",          2.55,"10,660","11,030",          0.97
4713037000,경상북도 경주시 강동면,"6,046","3,449",          1.75,"3,073","2,973",          1.03
4713038000,경상북도 경주시 천북면,"5,684","2,988",          1.90,"2,975","2,709",          1.10
4713051500,경상북도 경주시 중부동,"5,086","2,873",          1.77,"2,510","2,576",          0.97
4713053000,경상북도 경주시 황오동,"6,275","3,512",          1.79,"3,024","3,251",          0.93
4713055000,경상북도 경주시 성건동,"13,666","7,734",          1.77,"6,793","6,873",          0.99
